custid,firstorder,lastorder,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,retained,eopenrate,avg_order,paperless,city
NHG6SY,17/11/2009,17/11/2009,8,270.61,1,1,Urban,1,Phone,No Offer,0,1,5.714285714,40.02,1,DEL
TLMUGW,17/11/2009,17/11/2009,6,29.99,0,1,Rural,0,Web,Discount,0,0,50,40.02,1,BOM
HJDTFL,17/11/2009,17/11/2009,1,177.47,1,0,Surburban,0,Web,No Offer,0,0,33.33333333,40.02,1,BOM
UCJR99,17/11/2009,17/11/2009,1,866.98,1,1,Surburban,1,Multichannel,Discount,1,1,0,77.67,1,MAA
WV7ARN,02/12/2009,06/01/2010,8,147.76,1,0,Surburban,1,Phone,Buy One Get One,0,1,100,43.09,1,BOM
AB52XB,17/11/2009,17/11/2009,1,107.71,0,1,Surburban,1,Web,Buy One Get One,0,1,0,64.86,1,BOM
BVCPKK,17/11/2009,17/11/2009,11,176.55,0,1,Surburban,1,Web,Buy One Get One,1,0,47.61904762,40.02,1,BOM
P6696F,17/11/2009,15/12/2009,11,130.21,0,1,Surburban,1,Web,Discount,0,1,19.44444444,39.95,1,MAA
KHXQH9,11/12/2009,11/12/2009,1,264.57,1,0,Urban,0,Phone,No Offer,0,1,31.03448276,40.02,1,BOM
UV4GEC,17/11/2009,17/11/2009,6,316.98,1,0,Surburban,0,Phone,Buy One Get One,0,1,0,40.02,1,DEL
YFULC3,17/11/2009,17/11/2009,1,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1,37.5,40.02,1,BOM
YUPG6J,17/11/2009,17/11/2009,2,50.6,0,1,Surburban,0,Web,Buy One Get One,0,1,0,49.95,1,BOM
Z8TBRQ,17/11/2009,19/12/2009,3,107.7,1,0,Surburban,1,Phone,Discount,0,1,4.444444444,54.99,1,DEL
4CQX7Q,17/11/2009,17/11/2009,5,129.13,1,0,Surburban,1,Web,No Offer,0,1,44.44444444,40.02,1,BOM
W9F8CW,17/11/2009,17/11/2009,11,117.63,0,1,Surburban,0,Phone,Discount,0,1,37.5,40.02,1,BOM
5K42ZH,14/01/2010,14/01/2010,10,290.08,0,1,Urban,0,Web,Buy One Get One,0,1,75,91.63,1,DEL
WV7HEB,17/11/2009,17/11/2009,9,270.31,1,0,Rural,1,Multichannel,Discount,0,0,0,40.02,1,DEL
PGXQP4,17/11/2009,17/11/2009,3,30.2,1,0,Surburban,0,Phone,Discount,0,1,50,40.02,1,DEL
5JT46M,19/11/2009,19/11/2009,2,240.22,1,1,Urban,1,Phone,No Offer,0,1,27.5862069,40.25,1,DEL
YS84N7,17/11/2009,17/11/2009,10,96.04,1,0,Surburban,0,Web,No Offer,0,1,100,40.02,1,BOM
TPA8UA,17/11/2009,17/11/2009,1,542.48,1,0,Rural,1,Web,No Offer,1,0,100,40.02,1,DEL
GHA9VW,17/11/2009,12/01/2010,1,54.24,0,1,Urban,0,Web,Discount,0,1,37.5,43.46,1,BOM
4KPX9P,17/11/2009,17/11/2009,9,127.04,0,1,Surburban,1,Web,No Offer,0,1,34.61538462,40.02,1,BOM
HE3QY6,17/11/2009,17/11/2009,9,128.21,1,0,Surburban,1,Web,Discount,1,1,58.62068966,40.02,1,BOM
BMSUDW,17/11/2009,02/12/2009,2,970.64,1,0,Urban,1,Web,Buy One Get One,0,1,19.23076923,71.94,1,MAA
WLJ9U5,17/11/2009,25/11/2009,5,29.99,1,0,Urban,0,Phone,Buy One Get One,1,1,44.18604651,30.44,1,DEL
ZU3U9Q,17/11/2009,17/11/2009,5,205.18,1,0,Surburban,1,Phone,Discount,0,1,9.677419355,39.97,1,BOM
82LWE9,17/11/2009,17/11/2009,9,339.25,0,1,Surburban,0,Web,Buy One Get One,0,1,21.42857143,40.02,1,BOM
REDXSB,17/11/2009,17/11/2009,3,153.16,1,0,Rural,0,Web,Discount,0,1,33.33333333,40.02,1,DEL
SQNZV5,17/11/2009,17/11/2009,10,318.67,1,0,Urban,0,Phone,No Offer,0,1,72,52.49,1,MAA
SZT4MC,17/11/2009,17/11/2009,7,62.08,1,0,Urban,1,Phone,Buy One Get One,0,1,21.875,40.02,1,DEL
V99GFN,17/11/2009,17/11/2009,2,228.72,1,0,Surburban,0,Multichannel,Discount,0,0,66.66666667,40.02,1,DEL
RBSGZ4,17/11/2009,17/11/2009,9,92.31,1,0,Surburban,1,Phone,Discount,1,1,15.78947368,45.02,1,DEL
EBPHJM,03/12/2009,03/12/2009,2,207.53,1,1,Surburban,0,Multichannel,No Offer,0,0,100,59.64,1,MAA
FGEWMP,21/11/2009,21/11/2009,2,152.29,1,0,Urban,0,Web,No Offer,0,0,100,50.82,1,MAA
DC2AH7,17/11/2009,17/11/2009,8,29.99,0,1,Urban,0,Web,Buy One Get One,0,0,26.66666667,40.02,1,BOM
EYEE3K,17/11/2009,17/11/2009,1,29.99,1,0,Urban,1,Phone,No Offer,0,1,11.11111111,40.2,1,BOM
6TDVAA,17/11/2009,17/11/2009,10,29.99,1,0,Surburban,1,Phone,No Offer,0,1,2.380952381,40.02,1,DEL
WV7URZ,18/11/2009,18/11/2009,2,306.91,1,0,Urban,0,Web,Buy One Get One,0,1,13.79310345,51.57,1,MAA
YYNX2R,17/11/2009,17/11/2009,3,629.34,1,1,Surburban,1,Web,Discount,0,1,3.571428571,40.02,1,DEL
GKNQGT,17/11/2009,29/12/2009,6,122.26,1,0,Surburban,1,Phone,Discount,0,1,9.375,35.39,1,DEL
3FWR6U,18/11/2009,18/11/2009,3,29.99,0,1,Rural,1,Phone,No Offer,0,1,46.15384615,40.02,1,BOM
SQZW7D,18/11/2009,18/11/2009,8,151.94,0,1,Surburban,1,Phone,Buy One Get One,0,1,21.875,40.02,1,BOM
USGJZL,18/11/2009,18/11/2009,2,156.32,0,1,Surburban,0,Phone,No Offer,0,1,73.07692308,40.02,1,BOM
6EKSPP,18/11/2009,18/11/2009,8,210.23,1,1,Surburban,0,Web,Discount,0,1,6.666666667,45.02,1,DEL
J64UZD,18/11/2009,18/11/2009,7,317.14,0,1,Surburban,0,Web,Buy One Get One,0,1,51.85185185,40.02,1,DEL
CKC4KB,18/11/2009,26/12/2009,4,858.14,1,1,Surburban,1,Phone,Buy One Get One,0,1,44.18604651,152.82,1,DEL
FR5G3S,20/11/2009,29/12/2009,3,126.07,0,1,Surburban,1,Phone,Buy One Get One,1,1,19.56521739,20.01,1,DEL
U65KGV,24/11/2009,24/11/2009,7,554.98,1,1,Surburban,1,Phone,No Offer,0,1,0,40.02,1,DEL
VM6PEQ,18/11/2009,18/11/2009,5,697.73,1,1,Urban,1,Web,No Offer,1,1,12.82051282,40.02,1,BOM
FJJUSG,21/11/2009,26/12/2009,2,143.04,1,0,Urban,0,Web,No Offer,0,1,40.625,35.39,1,BOM
M527SD,19/11/2009,19/11/2009,10,508.35,0,1,Surburban,1,Web,No Offer,0,1,26.31578947,40.02,1,DEL
HEXSDP,18/11/2009,18/11/2009,5,420.97,0,1,Urban,1,Multichannel,No Offer,0,1,25,40.02,1,BOM
SU9TNL,18/11/2009,22/11/2009,2,215.16,1,1,Rural,1,Web,Discount,1,0,71.42857143,50.38,1,MAA
MWYV9E,24/11/2009,24/11/2009,10,292.34,1,0,Urban,0,Web,No Offer,0,1,21.875,40.02,1,BOM
8L5F7K,18/11/2009,18/11/2009,9,445.23,0,1,Urban,1,Multichannel,Buy One Get One,0,1,44.82758621,43.6,1,BOM
JZWYBT,20/12/2009,20/12/2009,1,477.97,0,1,Surburban,0,Web,Buy One Get One,0,1,42.10526316,40.02,1,DEL
S8HYTR,18/11/2009,16/01/2010,7,83.45,1,0,Surburban,1,Phone,Buy One Get One,0,1,21.21212121,104.15,1,DEL
QAFVXF,18/11/2009,18/11/2009,5,62.12,1,0,Surburban,1,Web,Discount,0,0,100,40.02,1,BOM
BKR7U4,18/11/2009,18/11/2009,1,29.99,1,0,Surburban,1,Web,Discount,0,1,33.33333333,40,1,DEL
6XGKGP,19/11/2009,02/12/2009,3,251.61,1,0,Rural,1,Multichannel,Discount,0,1,63.15789474,48.99,1,BOM
K77UFD,18/11/2009,03/12/2009,1,1306.54,1,0,Surburban,1,Multichannel,Buy One Get One,1,1,23.33333333,83.87,1,DEL
MEU283,19/11/2009,19/11/2009,4,29.99,1,0,Surburban,0,Web,No Offer,0,1,12.5,40.2,1,BOM
QPVRH8,18/11/2009,18/11/2009,7,211.75,0,1,Urban,0,Phone,Buy One Get One,0,1,27.02702703,40,1,MAA
PBFJQJ,18/11/2009,18/11/2009,10,176.03,0,1,Urban,0,Web,Buy One Get One,0,1,14.28571429,40.02,1,BOM
DNLU88,18/11/2009,18/11/2009,1,265.86,0,1,Urban,0,Phone,No Offer,0,1,7.317073171,40,1,MAA
856MPK,18/11/2009,18/11/2009,10,29.99,0,1,Surburban,1,Phone,Discount,0,1,10.34482759,40,1,MAA
NSEF2H,18/11/2009,18/11/2009,9,29.99,1,0,Urban,1,Web,No Offer,0,1,12.82051282,40.02,1,DEL
EXDQ49,18/11/2009,18/11/2009,11,236.98,0,1,Urban,0,Web,Buy One Get One,0,1,28.57142857,40,1,MAA
D5UP47,18/11/2009,18/11/2009,2,56.34,0,1,Surburban,0,Web,No Offer,0,1,0,40,1,MAA
KPD2R3,18/11/2009,18/11/2009,3,30.42,1,0,Rural,1,Phone,Buy One Get One,0,1,47.36842105,40,1,MAA
3WHD4L,18/11/2009,18/11/2009,4,178.48,1,0,Rural,1,Web,Discount,0,1,0,69.65,1,BOM
9CR95A,18/11/2009,18/11/2009,4,664.11,1,1,Urban,1,Web,Buy One Get One,1,1,95.65217391,141.05,1,DEL
QL3Z7E,18/11/2009,18/11/2009,3,278.83,1,0,Urban,0,Web,No Offer,1,1,34.375,40.02,1,BOM
MKLSBT,18/11/2009,18/11/2009,5,240.49,1,0,Surburban,0,Phone,Discount,0,1,12.5,40,1,MAA
REZYFD,18/11/2009,18/11/2009,3,844.68,1,1,Surburban,1,Web,Buy One Get One,0,1,72,54.62,0,BOM
34Q6HK,22/11/2009,04/12/2009,4,396.94,1,0,Urban,0,Multichannel,Discount,0,1,100,150.97,1,BOM
2DC3AJ,18/11/2009,18/11/2009,5,498.12,1,1,Rural,1,Web,Discount,0,1,27.5862069,40.02,0,BOM
8KK978,18/11/2009,18/11/2009,2,548.41,1,0,Rural,1,Phone,Discount,0,0,37.5,40.02,1,DEL
QDNF4R,18/11/2009,18/11/2009,3,184.58,0,1,Urban,0,Web,No Offer,0,1,0,40,1,MAA
QTG362,18/11/2009,18/11/2009,5,29.99,1,0,Urban,0,Web,Discount,0,1,3.571428571,40.02,1,BOM
NYNPLS,18/11/2009,18/11/2009,9,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1,83.33333333,40.02,1,DEL
LSDXAH,18/11/2009,18/11/2009,1,429.54,1,1,Surburban,0,Multichannel,Discount,0,1,6.451612903,40,1,MAA
L7LLRH,18/11/2009,18/11/2009,10,84.13,0,1,Surburban,0,Web,No Offer,0,1,12.5,31,1,MAA
XRRL4N,18/11/2009,18/11/2009,5,46.1,1,0,Urban,0,Web,Discount,0,1,32.25806452,40.02,1,MAA
BYARXL,18/11/2009,18/11/2009,1,1220.53,1,1,Urban,1,Multichannel,Buy One Get One,0,1,3.571428571,40.02,1,BOM
GPZMVU,18/11/2009,18/11/2009,4,256.4,1,1,Urban,1,Web,No Offer,0,1,0,1,1,MAA
H7ZCKA,19/11/2009,19/11/2009,7,348.01,1,0,Surburban,0,Web,Discount,0,1,50,40.76,1,MAA
YCZVB6,18/11/2009,18/11/2009,1,327.72,1,0,Urban,0,Web,Buy One Get One,0,1,25.92592593,40.02,1,DEL
GPMY9Z,18/11/2009,18/11/2009,5,92.77,1,0,Urban,1,Phone,Buy One Get One,0,1,75,31,1,MAA
ZJ75KX,18/11/2009,18/11/2009,3,358.31,1,0,Surburban,0,Web,No Offer,0,0,40,35.36,1,DEL
VHH5SH,18/11/2009,18/11/2009,5,29.99,1,0,Rural,1,Phone,No Offer,0,1,94.44444444,31,1,MAA
PJZGM8,18/11/2009,18/11/2009,5,680.66,1,0,Surburban,1,Multichannel,No Offer,0,1,0,40.02,1,DEL
9D8BHQ,18/11/2009,18/11/2009,1,342.39,1,0,Urban,0,Multichannel,No Offer,0,1,18.60465116,67.97,1,MAA
CT4UGF,19/11/2009,19/11/2009,1,186.65,0,1,Surburban,1,Phone,Discount,1,1,40,80.21,1,MAA
PGM6M7,23/11/2009,23/11/2009,5,168.02,1,0,Surburban,0,Phone,No Offer,0,1,38.23529412,78.79,1,BLR
Y6E4V9,12/12/2009,12/12/2009,3,47.28,0,1,Rural,0,Phone,Discount,0,1,10.81081081,40.02,1,BOM
SN2CUT,18/11/2009,18/11/2009,12,1442.6,1,0,Surburban,1,Multichannel,Discount,0,1,18.51851852,1,1,MAA
NLM82C,20/11/2009,20/11/2009,3,915.83,1,0,Urban,1,Multichannel,No Offer,0,1,6.451612903,41.12,1,MAA
G4H7LJ,18/11/2009,18/11/2009,3,72.85,0,1,Urban,0,Web,Buy One Get One,0,1,20,45.02,1,BOM
H2XWKK,16/01/2010,16/01/2010,4,205.96,1,0,Urban,0,Multichannel,Buy One Get One,0,1,63.63636364,19.99,1,MAA
8JQQYY,18/11/2009,10/12/2009,12,29.99,1,0,Urban,1,Web,Buy One Get One,0,1,35.8974359,48.06,1,DEL
6RCSZD,27/12/2009,27/12/2009,4,112.41,0,1,Surburban,1,Phone,No Offer,0,1,93.75,52.97,1,DEL
DSSKYP,20/11/2009,20/11/2009,1,36.48,0,1,Urban,0,Web,No Offer,0,1,3.225806452,27.17,1,MAA
WTCCUS,18/11/2009,18/11/2009,4,63.11,0,1,Surburban,1,Web,No Offer,0,1,0,46.16,1,DEL
VKXK33,18/11/2009,18/11/2009,12,157.96,0,1,Surburban,0,Web,Buy One Get One,0,1,17.24137931,40.02,1,BOM
DDGH8G,18/11/2009,18/11/2009,11,92.92,1,0,Surburban,1,Phone,No Offer,0,0,58.33333333,40.2,1,BOM
3HHX96,18/11/2009,18/11/2009,9,29.99,0,1,Urban,0,Phone,Buy One Get One,0,0,18.18181818,69.69,1,BOM
WWEFSJ,18/11/2009,18/11/2009,2,360.49,1,0,Urban,0,Web,Buy One Get One,0,1,7.407407407,45.02,1,BOM
Q7H7PG,07/12/2009,07/12/2009,4,341.63,1,1,Urban,0,Phone,No Offer,1,1,16.66666667,36.67,1,MAA
6P2G8F,18/11/2009,18/11/2009,3,230.23,1,1,Rural,0,Phone,Buy One Get One,1,1,10.34482759,40.2,1,BOM
XNRCBP,18/11/2009,18/11/2009,4,272.9,1,0,Surburban,0,Multichannel,No Offer,0,1,32.14285714,35.19,1,MAA
3VGLA2,11/12/2009,11/12/2009,7,284.94,1,0,Surburban,0,Web,Discount,0,1,12.12121212,31.81,1,BLR
7DZCLY,18/11/2009,18/11/2009,9,83.31,0,1,Urban,1,Web,No Offer,0,1,94.44444444,35,1,MAA
UQKQPV,18/11/2009,18/11/2009,1,710.01,1,0,Rural,1,Web,No Offer,0,1,13.79310345,29,1,MAA
FX9VG8,18/11/2009,12/01/2010,9,29.99,0,1,Surburban,1,Web,Discount,0,1,100,55.59,1,MAA
BFR9YZ,18/11/2009,18/11/2009,7,194.12,1,0,Rural,1,Web,No Offer,0,1,4.761904762,40.2,1,BOM
D8RNK5,18/11/2009,18/11/2009,3,266.08,1,0,Surburban,0,Phone,Buy One Get One,0,1,5.882352941,34.95,1,BLR
DPKXTB,18/11/2009,18/11/2009,10,95.23,0,1,Urban,0,Web,No Offer,0,1,0,40.2,1,DEL
C8R4LF,18/11/2009,18/11/2009,12,86.14,0,1,Surburban,1,Web,No Offer,0,1,74.07407407,1,1,MAA
HUP45R,18/11/2009,18/11/2009,2,77.38,1,0,Urban,0,Phone,Discount,1,1,22.58064516,35,1,MAA
W8A6QS,18/11/2009,18/11/2009,10,88.38,0,1,Surburban,1,Web,Discount,1,1,52.63157895,45.02,1,DEL
2ZAAQG,18/11/2009,21/12/2009,8,45.79,1,0,Urban,1,Phone,Discount,0,1,60,102.82,1,MAA
MCFW2W,18/11/2009,18/11/2009,10,310.64,0,1,Urban,1,Multichannel,Buy One Get One,0,1,0,40.02,1,BOM
CFZZH6,18/11/2009,18/11/2009,7,55.35,1,0,Urban,1,Phone,Buy One Get One,0,1,10.34482759,31,1,MAA
MX6W3S,18/11/2009,18/11/2009,7,132.35,0,1,Urban,1,Phone,No Offer,0,1,3.225806452,1,1,MAA
QKVNHU,18/11/2009,11/01/2010,5,111.59,1,0,Urban,1,Phone,Buy One Get One,0,1,20,25.2,1,MAA
AA7QLF,18/11/2009,18/11/2009,7,94.55,1,0,Urban,1,Phone,Discount,1,1,9.756097561,40.02,1,BOM
7WKNQE,18/11/2009,18/11/2009,1,244.1,1,0,Rural,1,Phone,Buy One Get One,0,1,9.375,1,1,MAA
QXPCCJ,18/11/2009,18/11/2009,1,41.57,0,1,Urban,1,Phone,Buy One Get One,1,1,24.13793103,40.02,1,BOM
A4ES67,18/11/2009,18/11/2009,12,275.73,1,0,Surburban,0,Phone,Discount,0,1,6.666666667,45.02,1,BOM
PCFJ6A,18/11/2009,18/11/2009,9,87.37,1,0,Urban,1,Phone,Discount,0,1,2.564102564,58.48,1,DEL
8DXC3T,18/11/2009,04/01/2010,5,54.12,1,0,Urban,1,Web,Buy One Get One,0,1,32.35294118,33.13,1,MAA
2Y3LZH,30/11/2009,19/01/2010,11,35.29,0,1,Rural,0,Phone,Discount,0,1,82.75862069,40,1,DEL
8JXQKP,18/11/2009,18/11/2009,1,468.7,0,1,Surburban,0,Web,Buy One Get One,0,1,10.34482759,1,1,MAA
XPRRRX,18/11/2009,11/12/2009,12,63.26,0,1,Urban,1,Web,Discount,0,1,69.56521739,90.22,1,MAA
NMYJAF,18/11/2009,18/11/2009,10,857.97,1,0,Surburban,1,Multichannel,Discount,0,1,7.142857143,40.2,1,BOM
8CBCEW,18/11/2009,18/11/2009,6,204.03,1,0,Surburban,1,Multichannel,Discount,1,1,12.5,40.2,1,DEL
WNRADU,24/11/2009,26/12/2009,1,49.88,1,0,Surburban,1,Phone,Discount,0,1,7.894736842,55.62,1,MAA
U73LBG,18/01/2010,18/01/2010,5,121.46,0,1,Rural,1,Phone,No Offer,0,1,47.36842105,53.37,1,MAA
GSQDJD,18/11/2009,18/01/2010,6,225.6,0,1,Surburban,0,Web,No Offer,0,1,11.11111111,33.84,1,DEL
SCR68M,18/11/2009,18/11/2009,7,55.26,0,1,Urban,1,Web,Buy One Get One,1,1,15.625,1,1,MAA
B3W8BF,18/11/2009,18/11/2009,1,720.37,1,0,Surburban,1,Web,Buy One Get One,0,1,57.14285714,31,1,MAA
CKWAUX,18/11/2009,18/11/2009,11,252.25,1,1,Surburban,1,Web,Buy One Get One,0,1,5,65.15,1,DEL
XSEMDW,18/11/2009,18/11/2009,3,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1,22.22222222,31,1,MAA
XZ7PZQ,18/11/2009,18/11/2009,1,886.37,1,0,Surburban,1,Web,No Offer,1,1,3.333333333,45.02,1,DEL
DN8R4R,18/11/2009,18/11/2009,2,872.75,1,1,Surburban,1,Multichannel,Buy One Get One,0,1,4.761904762,45.02,1,DEL
AYYR2C,18/11/2009,18/11/2009,8,29.99,1,0,Surburban,1,Phone,Discount,0,1,15.625,31,1,MAA
W5YC4C,18/11/2009,18/11/2009,1,851.07,0,1,Urban,1,Multichannel,No Offer,0,1,6.666666667,35,1,MAA
5SY85F,19/11/2009,19/11/2009,6,300.92,1,1,Rural,0,Web,Buy One Get One,0,1,11.9047619,130.8,1,BOM
CDR4BZ,18/11/2009,18/11/2009,8,302.88,1,1,Surburban,1,Phone,Discount,0,1,6.451612903,40.02,1,BOM
MUF2LE,18/11/2009,19/01/2010,6,200.04,0,1,Surburban,1,Phone,Discount,0,1,97.56097561,136.08,1,BOM
3DYGB9,18/11/2009,22/11/2009,8,537.94,1,1,Urban,1,Multichannel,Discount,1,1,70,36.62,1,BOM
DVR2RW,18/11/2009,30/11/2009,3,654.21,1,1,Surburban,1,Multichannel,No Offer,1,1,0,78.51,1,BOM
SDNPXE,18/11/2009,18/11/2009,2,641.86,1,1,Surburban,1,Phone,Buy One Get One,0,1,14.28571429,29,1,MAA
NF7EG8,18/11/2009,18/11/2009,4,423.36,1,1,Surburban,0,Phone,No Offer,0,1,37.03703704,35,1,MAA
9WKJX8,18/11/2009,05/01/2010,1,166.31,0,1,Surburban,0,Phone,No Offer,0,1,72.4137931,48.41,1,MAA
M3SY3Z,18/11/2009,12/01/2010,9,29.99,0,1,Surburban,0,Web,No Offer,1,1,96.42857143,63.82,1,MAA
UR7B39,18/11/2009,18/11/2009,10,328.48,0,1,Urban,0,Phone,Discount,1,1,13.79310345,40.2,1,BOM
R7W899,18/11/2009,18/11/2009,4,143.25,1,0,Surburban,0,Phone,Buy One Get One,0,1,20,29.92,1,BLR
CNHJ3D,20/11/2009,20/11/2009,1,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1,18.18181818,40.02,1,BOM
L27PAH,18/11/2009,18/11/2009,9,180.53,0,1,Urban,1,Phone,Discount,0,1,24.13793103,40.2,1,BOM
P96B6B,18/11/2009,18/11/2009,8,458.45,1,1,Surburban,0,Phone,Buy One Get One,0,0,100,39.95,1,MAA
B995HW,23/11/2009,23/11/2009,9,356.52,0,1,Surburban,0,Web,No Offer,0,1,16.12903226,75.56,1,DEL
FV5F3G,19/11/2009,19/11/2009,4,29.99,1,0,Surburban,1,Phone,No Offer,0,1,40,68.92,1,MAA
7NFPC6,18/11/2009,18/11/2009,6,40.3,1,0,Surburban,0,Phone,Discount,0,1,83.33333333,46.68,1,BOM
ZW6JHE,18/11/2009,18/11/2009,2,223.87,0,1,Surburban,0,Phone,Buy One Get One,0,1,7.5,45.02,1,DEL
LBND3Z,19/11/2009,19/11/2009,7,139.06,0,1,Surburban,1,Phone,No Offer,0,0,4.166666667,75.1,1,BOM
C3PCBR,02/12/2009,02/12/2009,2,79.53,1,0,Surburban,1,Phone,Discount,0,1,23.33333333,42.7,1,BLR
QSHY4B,19/11/2009,19/11/2009,9,480.83,0,1,Surburban,0,Web,Buy One Get One,0,1,6.451612903,40.2,1,BOM
XYM8FE,19/11/2009,14/12/2009,3,238.14,1,0,Surburban,0,Web,Buy One Get One,0,1,12.90322581,37.46,1,BOM
GKNY39,19/11/2009,19/11/2009,5,102.14,0,1,Urban,1,Phone,Discount,0,1,60,39.95,1,BLR
W879QW,19/11/2009,19/11/2009,5,101.67,0,1,Surburban,0,Web,Buy One Get One,1,1,72,45.02,1,DEL
MDDHGP,19/11/2009,19/11/2009,11,85.95,0,1,Surburban,1,Web,Discount,0,1,6.451612903,40.2,1,BOM
6K5ZT6,19/11/2009,07/01/2010,1,267.54,0,1,Rural,0,Phone,No Offer,0,1,36.36363636,81.89,1,BOM
2HEJSD,19/11/2009,19/11/2009,3,347.77,1,0,Urban,0,Web,Discount,0,1,19.35483871,39.95,1,BLR
62ATSE,19/11/2009,19/11/2009,9,143.53,0,1,Rural,1,Phone,Discount,0,1,21.42857143,40.2,1,BOM
CWCJAY,19/11/2009,19/11/2009,9,29.99,0,1,Rural,0,Web,Discount,0,1,48.27586207,40.02,1,DEL
4D8FWT,19/11/2009,19/11/2009,12,268.38,0,1,Urban,1,Web,Discount,0,0,23.07692308,40.02,1,MAA
9XQR55,19/11/2009,19/11/2009,7,29.99,1,0,Urban,1,Web,No Offer,0,1,75,44.48,1,MAA
PLMZ6C,19/11/2009,19/11/2009,2,437.61,1,0,Urban,0,Web,Discount,1,1,2.380952381,40.02,1,BOM
KG68V9,19/11/2009,19/11/2009,5,475.01,0,1,Surburban,0,Phone,Buy One Get One,0,1,27.27272727,39.95,1,MAA
38GPD9,19/11/2009,04/01/2010,10,125.51,0,1,Urban,1,Phone,Buy One Get One,0,1,31.25,48.75,1,BOM
CT7Z2S,19/11/2009,19/11/2009,7,53.49,1,0,Urban,1,Web,No Offer,0,1,2.380952381,45.02,1,BOM
ZLA58D,19/11/2009,19/11/2009,3,737.55,1,1,Surburban,1,Multichannel,Buy One Get One,0,1,84,45.02,1,BOM
ZV3RRJ,19/11/2009,19/11/2009,2,40.94,0,1,Surburban,0,Phone,Buy One Get One,0,1,9.375,40.2,1,BOM
ZLY8M3,19/11/2009,19/11/2009,10,315.54,1,0,Rural,0,Web,Discount,0,0,5.405405405,40.67,1,MAA
6J6CQM,09/11/2009,09/11/2009,9,493.48,0,1,Surburban,0,Web,Discount,0,1,40,38.01,1,BOM
VJYE8U,19/11/2009,15/01/2010,10,29.99,1,0,Urban,1,Web,Buy One Get One,0,1,47.05882353,47.99,1,DEL
UTMRQV,19/11/2009,19/11/2009,1,1249.87,1,0,Urban,1,Phone,Discount,0,1,17.24137931,40.3,1,MAA
KGPRX2,19/11/2009,19/11/2009,2,315.15,1,0,Urban,1,Web,No Offer,0,1,43.33333333,1,1,MAA
XLRW7H,19/11/2009,19/11/2009,8,158.14,1,0,Rural,0,Phone,Buy One Get One,0,1,50,1.02,1,DEL
VYK9GZ,19/11/2009,07/01/2010,4,171.25,1,0,Rural,0,Web,No Offer,0,1,84.61538462,38.02,1,BOM
2DDQHS,19/11/2009,19/11/2009,9,104.84,0,1,Urban,0,Web,Discount,1,1,14.28571429,106.66,1,BOM
ZYFM6R,19/11/2009,05/01/2010,9,162.79,0,1,Surburban,1,Web,Buy One Get One,0,1,23.07692308,46.27,1,MAA
9TD67C,19/11/2009,19/11/2009,3,687.51,1,0,Urban,1,Phone,Buy One Get One,0,1,12.12121212,45.02,1,BOM
8U244Q,21/11/2009,21/11/2009,10,474.18,1,0,Rural,0,Phone,Buy One Get One,0,1,39.28571429,40.02,1,MAA
52CVW6,19/11/2009,19/11/2009,1,29.99,1,0,Urban,1,Web,No Offer,0,1,82.14285714,1,1,MAA
D795BT,19/11/2009,19/11/2009,5,230.48,1,1,Surburban,1,Web,Discount,0,1,0,40.2,0,MAA
BU4XH2,19/11/2009,19/11/2009,2,1291.85,1,1,Urban,1,Web,No Offer,0,1,33.33333333,1,1,MAA
XD83GX,19/11/2009,19/11/2009,1,715.09,1,1,Surburban,1,Multichannel,No Offer,0,1,3.448275862,35,1,MAA
P9TZMC,19/11/2009,19/11/2009,10,205.42,0,1,Urban,1,Web,No Offer,0,1,20.68965517,40.02,1,BOM
ZD4CPH,19/11/2009,19/11/2009,2,214.04,1,0,Urban,1,Multichannel,No Offer,0,1,10,40.02,1,BOM
Z724PW,27/11/2009,16/12/2009,12,110.89,0,1,Surburban,0,Web,Buy One Get One,1,1,46.15384615,57.86,1,BOM
UZUGLC,07/01/2010,14/01/2010,11,70.05,1,0,Surburban,1,Web,Discount,0,1,30.3030303,91.39,1,MAA
JY4Z6L,19/11/2009,19/11/2009,2,43.98,0,1,Urban,0,Phone,Buy One Get One,0,1,66.66666667,1,1,MAA
A75Y2Z,19/11/2009,11/01/2010,7,620.81,0,1,Surburban,1,Phone,Discount,0,1,69.23076923,54.94,1,DEL
ZQNHNV,22/12/2009,22/12/2009,2,55.33,1,0,Surburban,1,Web,Discount,0,1,12.5,28.68,1,MAA
FL69DS,20/11/2009,20/11/2009,7,371.27,0,1,Surburban,0,Web,No Offer,0,1,50,38.57,1,MAA
56ZHEW,19/11/2009,19/11/2009,11,36,0,1,Urban,0,Phone,Discount,0,1,48.27586207,128.04,1,BOM
SM29UP,19/11/2009,19/11/2009,9,43.78,1,0,Urban,0,Phone,Discount,0,0,50,40.2,1,MAA
6NU2WF,20/11/2009,20/11/2009,10,38.21,1,0,Rural,1,Web,Discount,1,0,100,29.8,1,MAA
FFE8QR,28/05/2009,15/06/2009,10,92.16,1,0,Urban,1,Phone,No Offer,0,0,0,69.77,1,BOM
